西元,實歲,大運,流年,大運流年合化,運勢 ( 紅線越長代表該年運勢越佳 ),bazi,uniqueid
1963,4,戊辰,癸卯,天干化火,,甲子己亥己巳己亥,4496
1964,5,戊辰,甲辰,地支土局,,甲子己亥己巳己亥,4496
1965,6,戊辰,乙巳,,,甲子己亥己巳己亥,4496
1966,7,戊辰,丙午,,,甲子己亥己巳己亥,4496
1967,8,戊辰,丁未,地支土局,,甲子己亥己巳己亥,4496
1968,9,戊辰,戊申,地支水局,,甲子己亥己巳己亥,4496
1969,10,戊辰,己酉,地支合金,,甲子己亥己巳己亥,4496
1970,11,戊辰,庚戌,地支土局,,甲子己亥己巳己亥,4496
1971,12,戊辰,辛亥,,,甲子己亥己巳己亥,4496
1972,13,戊辰,壬子,地支水局,,甲子己亥己巳己亥,4496
1973,14,丁卯,癸丑,,,甲子己亥己巳己亥,4496
1974,15,丁卯,甲寅,,,甲子己亥己巳己亥,4496
1975,16,丁卯,乙卯,,,甲子己亥己巳己亥,4496
1976,17,丁卯,丙辰,,,甲子己亥己巳己亥,4496
1977,18,丁卯,丁巳,,,甲子己亥己巳己亥,4496
1978,19,丁卯,戊午,,,甲子己亥己巳己亥,4496
1979,20,丁卯,己未,地支木局,,甲子己亥己巳己亥,4496
1980,21,丁卯,庚申,,,甲子己亥己巳己亥,4496
1981,22,丁卯,辛酉,,,甲子己亥己巳己亥,4496
1982,23,丁卯,壬戌,天干化木地支合火,,甲子己亥己巳己亥,4496
1983,24,丙寅,癸亥,地支合木,,甲子己亥己巳己亥,4496
1984,25,丙寅,甲子,,,甲子己亥己巳己亥,4496
1985,26,丙寅,乙丑,,,甲子己亥己巳己亥,4496
1986,27,丙寅,丙寅,,,甲子己亥己巳己亥,4496
1987,28,丙寅,丁卯,,,甲子己亥己巳己亥,4496
1988,29,丙寅,戊辰,,,甲子己亥己巳己亥,4496
1989,30,丙寅,己巳,,,甲子己亥己巳己亥,4496
1990,31,丙寅,庚午,地支火局,,甲子己亥己巳己亥,4496
1991,32,丙寅,辛未,天干化水,,甲子己亥己巳己亥,4496
1992,33,丙寅,壬申,,,甲子己亥己巳己亥,4496
1993,34,乙丑,癸酉,地支金局,,甲子己亥己巳己亥,4496
1994,35,乙丑,甲戌,地支土局,,甲子己亥己巳己亥,4496
1995,36,乙丑,乙亥,,,甲子己亥己巳己亥,4496
1996,37,乙丑,丙子,地支土局,,甲子己亥己巳己亥,4496
1997,38,乙丑,丁丑,地支土局,,甲子己亥己巳己亥,4496
1998,39,乙丑,戊寅,,,甲子己亥己巳己亥,4496
